mapping_type	genus	species	sample_number	sample_name	number_reads_after_clipmerge_prior_mapping	number_reads_mapped_prior_rmdup	number_duplicates_removed	number_reads_mapped_after_rmdup	percent_endogenous_dna	cluster_factor	mean_fold_coverage	std_dev_coverage	percent_coverage_morethan_1x	percent_coverage_morethan_2x	percent_coverage_morethan_3x	percent_coverage_morethan_4x	percent_coverage_morethan_5x	frequency_damage_1st_base_3prime	frequency_damage_2nd_base_3prime	frequency_damage_1st_base_5prime	frequency_damage_2nd_base_5prime	average_fragment_length	median_fragment_length	percent_gc_content	Env	Description	Host_General	Host_Genus	Host_Common	Age	Location	total_number_raw_reads_before_clipmerge	total_number_reads_after_clipmerge_prior_mapping	total_number_merged_reads	mean_percent_merged_reads	total_number_reads_not_attempted_to_map	total_number_reads_mapped_prior_rmdup	total_number_duplicates_removed	total_number_reads_mapped_after_rmdup	mean_percent_endogenous_dna	mean_cluster_factor	mean_mean_fold_coverage	mean_std_dev_coverage	mean_percent_coverage_morethan_1x	mean_percent_coverage_morethan_2x	mean_percent_coverage_morethan_3x	mean_percent_coverage_morethan_4x	mean_percent_coverage_morethan_5x	total_number_reads_on_mitochondrium	mean_average_coverage_on_mitochondrium	mean_ratio_mitochondrion_to_nuclear	mean_frequency_damage_1st_base_3prime	mean_frequency_damage_2nd_base_3prime	mean_frequency_damage_1st_base_5prime	mean_frequency_damage_2nd_base_5prime	mean_average_fragment_length	mean_median_fragment_length	mean_percent_gc_content	total_unmapped_reads
initial_single_genome	Campylobacter	Campylobacter_gracilis	Sample 4/29	ECO004	38921	38921	7077	31844	100	1.222	0.5224	2.2753	28.66	11.26	4.18	1.53	0.63	0.0608	0.0379	0.0648	0.0371	37.43	35	47.59	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Mesolithic	Spain	134246266	56901161	45232730	79.5183333333333	11668388	3621389	508285	3113104	6.37066666666667	1.15033333333333	0.0235	0.224033333333333	2.21	0.09	0.006666666666667	0.006666666666667	0	999	1.45404067837528	61.95	0.003966666666667	0.003666666666667	0.003566666666667	0.002533333333333	70.11	74.6666666666667	44.15	53279772
initial_single_genome	Campylobacter	Campylobacter_gracilis	Sample 5/29	EMN001	50106	50106	7780	42326	100	1.184	1.0056	5.0739	35.27	21.72	13.23	7.72	4.29	0.0424	0.0334	0.0373	0.031	54.21	47	51.32	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Palaeolithic	Spain	208944200	99227533	87965664	88.6336666666667	11261832	65633	8428	57205	0.066333333333333	1.14066666666667	4e-4	0.0251	0.036666666666667	0	0	0	0	26	NaN	62.87	0.014333333333333	0.007866666666667	0.011133333333333	0.008266666666667	65.34	73.6666666666667	45.4866666666667	99161900
initial_single_genome	Capnocytophaga	Capnocytophaga_gingivalis_ATCC_33624	Sample 3/29	ECO002	6479	6479	2193	4286	100	1.512	0.0593	2.6003	0.65	0.19	0.14	0.12	0.11	0.0634	0.0375	0.0737	0.036	36.92	35	53.63	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Mesolithic	Spain	107186852	37977768	35698069	93.991	2279676	131374	17431	113943	0.345666666666667	1.147	8e-4	0.031033333333333	0.08	0	0	0	0	64	0.098155189409942	122.276666666667	0.010433333333333	0.009766666666667	0.010366666666667	0.007	67.79	75.3333333333333	43.7833333333333	37846394
initial_single_genome	Capnocytophaga	Capnocytophaga_gingivalis_ATCC_33624	Sample 4/29	ECO004	20820	20820	4713	16107	100	1.293	0.2245	2.4417	14.82	2.2	0.51	0.24	0.17	0.0489	0.0351	0.0641	0.0319	37.18	35	41.99	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Mesolithic	Spain	134246266	56901161	45232730	79.5183333333333	11668388	3621389	508285	3113104	6.37066666666667	1.15033333333333	0.0235	0.224033333333333	2.21	0.09	0.006666666666667	0.006666666666667	0	999	1.45404067837528	61.95	0.003966666666667	0.003666666666667	0.003566666666667	0.002533333333333	70.11	74.6666666666667	44.15	53279772
initial_single_genome	Capnocytophaga	Capnocytophaga_gingivalis_ATCC_33624	Sample 5/29	EMN001	46790	46790	9237	37553	100	1.246	0.7217	7.8534	21.91	11.91	7.07	4.35	2.79	0.0464	0.0376	0.0441	0.0377	51.26	45	44.53	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Palaeolithic	Spain	208944200	99227533	87965664	88.6336666666667	11261832	65633	8428	57205	0.066333333333333	1.14066666666667	4e-4	0.0251	0.036666666666667	0	0	0	0	26	NaN	62.87	0.014333333333333	0.007866666666667	0.011133333333333	0.008266666666667	65.34	73.6666666666667	45.4866666666667	99161900
initial_single_genome	Corynebacterium	Corynebacterium_matruchotii_ATCC_14266	Sample 3/29	ECO002	13947	13947	4680	9267	100	1.505	0.1272	4.3206	1.44	0.54	0.37	0.29	0.24	0.0527	0.0281	0.0396	0.0382	39.19	35	57.78	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Mesolithic	Spain	107186852	37977768	35698069	93.991	2279676	131374	17431	113943	0.345666666666667	1.147	8e-4	0.031033333333333	0.08	0	0	0	0	64	0.098155189409942	122.276666666667	0.010433333333333	0.009766666666667	0.010366666666667	0.007	67.79	75.3333333333333	43.7833333333333	37846394
initial_single_genome	Corynebacterium	Corynebacterium_matruchotii_ATCC_14266	Sample 4/29	ECO004	15630	15630	4959	10671	100	1.465	0.1498	3.9094	5.12	0.6	0.3	0.23	0.19	0.0463	0.0207	0.0408	0.0274	40.1	35	56.93	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Mesolithic	Spain	134246266	56901161	45232730	79.5183333333333	11668388	3621389	508285	3113104	6.37066666666667	1.15033333333333	0.0235	0.224033333333333	2.21	0.09	0.006666666666667	0.006666666666667	0	999	1.45404067837528	61.95	0.003966666666667	0.003666666666667	0.003566666666667	0.002533333333333	70.11	74.6666666666667	44.15	53279772
initial_single_genome	Corynebacterium	Corynebacterium_matruchotii_ATCC_14266	Sample 5/29	EMN001	50031	50031	15217	34814	100	1.437	0.5519	14.2095	15.36	2.74	0.88	0.57	0.46	0.0422	0.0313	0.0373	0.0275	45.28	40	57.95	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Palaeolithic	Spain	208944200	99227533	87965664	88.6336666666667	11261832	65633	8428	57205	0.066333333333333	1.14066666666667	4e-4	0.0251	0.036666666666667	0	0	0	0	26	NaN	62.87	0.014333333333333	0.007866666666667	0.011133333333333	0.008266666666667	65.34	73.6666666666667	45.4866666666667	99161900
initial_single_genome	Fretibacterium	Fretibacterium_fastidiosum	Sample 3/29	ECO002	92233	92233	10179	82054	100	1.124	1.102	1.9291	48.13	26.12	13.69	7.3	4.21	0.045	0.0296	0.0459	0.0296	36.64	35	62.55	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Mesolithic	Spain	107186852	37977768	35698069	93.991	2279676	131374	17431	113943	0.345666666666667	1.147	8e-4	0.031033333333333	0.08	0	0	0	0	64	0.098155189409942	122.276666666667	0.010433333333333	0.009766666666667	0.010366666666667	0.007	67.79	75.3333333333333	43.7833333333333	37846394
initial_single_genome	Fretibacterium	Fretibacterium_fastidiosum	Sample 4/29	ECO004	29132	29132	4854	24278	100	1.2	0.317	0.888	20.43	5.94	2.32	1.1	0.63	0.0484	0.0272	0.0466	0.0298	35.62	34	61.55	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Mesolithic	Spain	134246266	56901161	45232730	79.5183333333333	11668388	3621389	508285	3113104	6.37066666666667	1.15033333333333	0.0235	0.224033333333333	2.21	0.09	0.006666666666667	0.006666666666667	0	999	1.45404067837528	61.95	0.003966666666667	0.003666666666667	0.003566666666667	0.002533333333333	70.11	74.6666666666667	44.15	53279772
initial_single_genome	Fretibacterium	Fretibacterium_fastidiosum	Sample 5/29	EMN001	74469	74469	9829	64640	100	1.152	1.134	4.1658	42.28	24.19	13.23	7.26	4.35	0.0294	0.0257	0.0313	0.0236	47.86	42	63.08	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Palaeolithic	Spain	208944200	99227533	87965664	88.6336666666667	11261832	65633	8428	57205	0.066333333333333	1.14066666666667	4e-4	0.0251	0.036666666666667	0	0	0	0	26	NaN	62.87	0.014333333333333	0.007866666666667	0.011133333333333	0.008266666666667	65.34	73.6666666666667	45.4866666666667	99161900
initial_single_genome	Fusobacterium	Fusobacterium_hwasookii_ChDC_F206	Sample 3/29	ECO002	10364	10364	1810	8554	100	1.212	0.1321	2.3944	3.76	0.58	0.4	0.35	0.31	0.0662	0.0347	0.0721	0.0386	37.51	35	45.69	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Mesolithic	Spain	107186852	37977768	35698069	93.991	2279676	131374	17431	113943	0.345666666666667	1.147	8e-4	0.031033333333333	0.08	0	0	0	0	64	0.098155189409942	122.276666666667	0.010433333333333	0.009766666666667	0.010366666666667	0.007	67.79	75.3333333333333	43.7833333333333	37846394
initial_single_genome	Fusobacterium	Fusobacterium_hwasookii_ChDC_F206	Sample 4/29	ECO004	46410	46410	8107	38303	100	1.212	0.5947	2.6103	32.29	11.46	4.11	1.63	0.83	0.0829	0.059	0.0934	0.0603	37.73	35	30.05	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Mesolithic	Spain	134246266	56901161	45232730	79.5183333333333	11668388	3621389	508285	3113104	6.37066666666667	1.15033333333333	0.0235	0.224033333333333	2.21	0.09	0.006666666666667	0.006666666666667	0	999	1.45404067837528	61.95	0.003966666666667	0.003666666666667	0.003566666666667	0.002533333333333	70.11	74.6666666666667	44.15	53279772
initial_single_genome	Fusobacterium	Fusobacterium_hwasookii_ChDC_F206	Sample 5/29	EMN001	91853	91853	12743	79110	100	1.161	1.6652	7.1986	59.51	36.1	20.67	11.5	6.36	0.0453	0.032	0.0423	0.0311	51.16	44	33.01	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Palaeolithic	Spain	208944200	99227533	87965664	88.6336666666667	11261832	65633	8428	57205	0.066333333333333	1.14066666666667	4e-4	0.0251	0.036666666666667	0	0	0	0	26	NaN	62.87	0.014333333333333	0.007866666666667	0.011133333333333	0.008266666666667	65.34	73.6666666666667	45.4866666666667	99161900
initial_single_genome	Olsenella	Olsenella_sp_oral_taxon_807	Sample 3/29	ECO002	663364	663364	81690	581674	100	1.14	6.9911	6.2455	86.99	81.8	76.26	70.07	63.23	0.0405	0.0206	0.0401	0.0206	38.62	36	61.78	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Mesolithic	Spain	107186852	37977768	35698069	93.991	2279676	131374	17431	113943	0.345666666666667	1.147	8e-4	0.031033333333333	0.08	0	0	0	0	64	0.098155189409942	122.276666666667	0.010433333333333	0.009766666666667	0.010366666666667	0.007	67.79	75.3333333333333	43.7833333333333	37846394
initial_single_genome	Olsenella	Olsenella_sp_oral_taxon_807	Sample 4/29	ECO004	208638	208638	37945	170693	100	1.222	2.023	3.382	70.71	50.58	32.71	19.49	10.84	0.0439	0.0217	0.0474	0.0215	38.08	36	61.15	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Mesolithic	Spain	134246266	56901161	45232730	79.5183333333333	11668388	3621389	508285	3113104	6.37066666666667	1.15033333333333	0.0235	0.224033333333333	2.21	0.09	0.006666666666667	0.006666666666667	0	999	1.45404067837528	61.95	0.003966666666667	0.003666666666667	0.003566666666667	0.002533333333333	70.11	74.6666666666667	44.15	53279772
initial_single_genome	Olsenella	Olsenella_sp_oral_taxon_807	Sample 5/29	EMN001	51559	51559	10858	40701	100	1.267	0.7202	7.1455	31.28	14.04	5.72	2.22	1.02	0.0346	0.0275	0.0353	0.0227	56.86	50	61.46	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Palaeolithic	Spain	208944200	99227533	87965664	88.6336666666667	11261832	65633	8428	57205	0.066333333333333	1.14066666666667	4e-4	0.0251	0.036666666666667	0	0	0	0	26	NaN	62.87	0.014333333333333	0.007866666666667	0.011133333333333	0.008266666666667	65.34	73.6666666666667	45.4866666666667	99161900
initial_single_genome	Ottowia	Ottowia_sp_oral_taxon_894	Sample 3/29	ECO002	14528	14528	2629	11899	100	1.221	0.1464	2.2314	4.68	1.73	1.04	0.68	0.48	0.07	0.0345	0.0618	0.038	36	34	58.95	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Mesolithic	Spain	107186852	37977768	35698069	93.991	2279676	131374	17431	113943	0.345666666666667	1.147	8e-4	0.031033333333333	0.08	0	0	0	0	64	0.098155189409942	122.276666666667	0.010433333333333	0.009766666666667	0.010366666666667	0.007	67.79	75.3333333333333	43.7833333333333	37846394
initial_single_genome	Ottowia	Ottowia_sp_oral_taxon_894	Sample 4/29	ECO004	191764	191764	33970	157794	100	1.215	2.0512	3.372	74.86	53.07	32.65	17.92	9.13	0.0306	0.0153	0.0338	0.0153	38.03	35	61.87	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Mesolithic	Spain	134246266	56901161	45232730	79.5183333333333	11668388	3621389	508285	3113104	6.37066666666667	1.15033333333333	0.0235	0.224033333333333	2.21	0.09	0.006666666666667	0.006666666666667	0	999	1.45404067837528	61.95	0.003966666666667	0.003666666666667	0.003566666666667	0.002533333333333	70.11	74.6666666666667	44.15	53279772
initial_single_genome	Ottowia	Ottowia_sp_oral_taxon_894	Sample 5/29	EMN001	103551	103551	17692	85859	100	1.206	1.4771	15.4889	7.45	5.45	4.45	3.82	3.39	0.0465	0.0326	0.0435	0.0307	50.33	43	57.77	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Palaeolithic	Spain	208944200	99227533	87965664	88.6336666666667	11261832	65633	8428	57205	0.066333333333333	1.14066666666667	4e-4	0.0251	0.036666666666667	0	0	0	0	26	NaN	62.87	0.014333333333333	0.007866666666667	0.011133333333333	0.008266666666667	65.34	73.6666666666667	45.4866666666667	99161900
initial_single_genome	Porphyromonas	Porphyromonas_gingivalis_ATCC_33277	Sample 3/29	ECO002	18989	18989	2594	16395	100	1.158	0.2587	2.2239	12.01	3.56	1.81	1.12	0.76	0.066	0.0225	0.0572	0.0238	37.16	35	51.06	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Mesolithic	Spain	107186852	37977768	35698069	93.991	2279676	131374	17431	113943	0.345666666666667	1.147	8e-4	0.031033333333333	0.08	0	0	0	0	64	0.098155189409942	122.276666666667	0.010433333333333	0.009766666666667	0.010366666666667	0.007	67.79	75.3333333333333	43.7833333333333	37846394
initial_single_genome	Porphyromonas	Porphyromonas_gingivalis_ATCC_33277	Sample 4/29	ECO004	16012	16012	2962	13050	100	1.227	0.203	2.069	12.03	1.97	0.64	0.35	0.25	0.0561	0.0296	0.0502	0.0187	36.64	34	49.87	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Mesolithic	Spain	134246266	56901161	45232730	79.5183333333333	11668388	3621389	508285	3113104	6.37066666666667	1.15033333333333	0.0235	0.224033333333333	2.21	0.09	0.006666666666667	0.006666666666667	0	999	1.45404067837528	61.95	0.003966666666667	0.003666666666667	0.003566666666667	0.002533333333333	70.11	74.6666666666667	44.15	53279772
initial_single_genome	Porphyromonas	Porphyromonas_gingivalis_ATCC_33277	Sample 5/29	EMN001	17358	17358	3090	14268	100	1.217	0.281	6.2214	5.21	2.02	1.33	0.99	0.78	0.0342	0.025	0.037	0.0245	46.37	41	54.48	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Palaeolithic	Spain	208944200	99227533	87965664	88.6336666666667	11261832	65633	8428	57205	0.066333333333333	1.14066666666667	4e-4	0.0251	0.036666666666667	0	0	0	0	26	NaN	62.87	0.014333333333333	0.007866666666667	0.011133333333333	0.008266666666667	65.34	73.6666666666667	45.4866666666667	99161900
initial_single_genome	Prevotella	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	Sample 3/29	ECO002	7221	7221	1754	5467	100	1.321	0.0574	1.8431	3.47	0.22	0.08	0.05	0.04	0.0606	0.0272	0.0546	0.0372	36.82	35	49.81	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Mesolithic	Spain	107186852	37977768	35698069	93.991	2279676	131374	17431	113943	0.345666666666667	1.147	8e-4	0.031033333333333	0.08	0	0	0	0	64	0.098155189409942	122.276666666667	0.010433333333333	0.009766666666667	0.010366666666667	0.007	67.79	75.3333333333333	43.7833333333333	37846394
initial_single_genome	Prevotella	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	Sample 4/29	ECO004	19830	19830	4183	15647	100	1.267	0.1649	1.8259	12.92	1.41	0.19	0.08	0.06	0.0501	0.0311	0.0532	0.0303	36.98	35	46.87	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Mesolithic	Spain	134246266	56901161	45232730	79.5183333333333	11668388	3621389	508285	3113104	6.37066666666667	1.15033333333333	0.0235	0.224033333333333	2.21	0.09	0.006666666666667	0.006666666666667	0	999	1.45404067837528	61.95	0.003966666666667	0.003666666666667	0.003566666666667	0.002533333333333	70.11	74.6666666666667	44.15	53279772
initial_single_genome	Prevotella	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	Sample 5/29	EMN001	53659	53659	8817	44842	100	1.197	0.5963	5.444	37.68	12.07	3.07	0.75	0.23	0.0296	0.0245	0.033	0.0217	46.66	41	48.73	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Palaeolithic	Spain	208944200	99227533	87965664	88.6336666666667	11261832	65633	8428	57205	0.066333333333333	1.14066666666667	4e-4	0.0251	0.036666666666667	0	0	0	0	26	NaN	62.87	0.014333333333333	0.007866666666667	0.011133333333333	0.008266666666667	65.34	73.6666666666667	45.4866666666667	99161900
initial_single_genome	Pseudopropionibacterium	Pseudopropionibacterium_propionicum_F0230a	Sample 3/29	ECO002	232603	232603	28063	204540	100	1.137	2.302	3.7071	77.06	56.44	37.12	22.42	12.81	0.0337	0.0157	0.0328	0.0171	38.82	36	65.66	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Mesolithic	Spain	107186852	37977768	35698069	93.991	2279676	131374	17431	113943	0.345666666666667	1.147	8e-4	0.031033333333333	0.08	0	0	0	0	64	0.098155189409942	122.276666666667	0.010433333333333	0.009766666666667	0.010366666666667	0.007	67.79	75.3333333333333	43.7833333333333	37846394
initial_single_genome	Pseudopropionibacterium	Pseudopropionibacterium_propionicum_F0230a	Sample 4/29	ECO004	823866	823866	155474	668392	100	1.233	7.3483	5.8032	91.29	87.15	81.93	75.51	68.08	0.0445	0.0171	0.045	0.0172	37.92	35	65.64	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Mesolithic	Spain	134246266	56901161	45232730	79.5183333333333	11668388	3621389	508285	3113104	6.37066666666667	1.15033333333333	0.0235	0.224033333333333	2.21	0.09	0.006666666666667	0.006666666666667	0	999	1.45404067837528	61.95	0.003966666666667	0.003666666666667	0.003566666666667	0.002533333333333	70.11	74.6666666666667	44.15	53279772
initial_single_genome	Pseudopropionibacterium	Pseudopropionibacterium_propionicum_F0230a	Sample 5/29	EMN001	1993494	1993494	289096	1704398	100	1.17	25.9405	23.9518	94.46	91.59	89.07	86.79	84.67	0.0354	0.0225	0.0348	0.0218	52.5	46	66.16	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Palaeolithic	Spain	208944200	99227533	87965664	88.6336666666667	11261832	65633	8428	57205	0.066333333333333	1.14066666666667	4e-4	0.0251	0.036666666666667	0	0	0	0	26	NaN	62.87	0.014333333333333	0.007866666666667	0.011133333333333	0.008266666666667	65.34	73.6666666666667	45.4866666666667	99161900
initial_single_genome	Selenomonas	Selenomonas_sp_F0473	Sample 3/29	ECO002	14178	14178	4944	9234	100	1.535	0.164	4.2703	2.38	0.83	0.56	0.43	0.35	0.0609	0.0393	0.0661	0.0375	36.72	34	56.81	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Mesolithic	Spain	107186852	37977768	35698069	93.991	2279676	131374	17431	113943	0.345666666666667	1.147	8e-4	0.031033333333333	0.08	0	0	0	0	64	0.098155189409942	122.276666666667	0.010433333333333	0.009766666666667	0.010366666666667	0.007	67.79	75.3333333333333	43.7833333333333	37846394
initial_single_genome	Selenomonas	Selenomonas_sp_F0473	Sample 4/29	ECO004	12661	12661	4654	8007	100	1.581	0.1421	3.7893	2.19	0.7	0.45	0.36	0.29	0.078	0.0335	0.0669	0.0406	36.68	34	56.24	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Mesolithic	Spain	134246266	56901161	45232730	79.5183333333333	11668388	3621389	508285	3113104	6.37066666666667	1.15033333333333	0.0235	0.224033333333333	2.21	0.09	0.006666666666667	0.006666666666667	0	999	1.45404067837528	61.95	0.003966666666667	0.003666666666667	0.003566666666667	0.002533333333333	70.11	74.6666666666667	44.15	53279772
initial_single_genome	Selenomonas	Selenomonas_sp_F0473	Sample 5/29	EMN001	21586	21586	7959	13627	100	1.584	0.2905	9.727	1.83	0.73	0.51	0.42	0.36	0.0438	0.0412	0.0529	0.0342	44.08	39	56.62	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Palaeolithic	Spain	208944200	99227533	87965664	88.6336666666667	11261832	65633	8428	57205	0.066333333333333	1.14066666666667	4e-4	0.0251	0.036666666666667	0	0	0	0	26	NaN	62.87	0.014333333333333	0.007866666666667	0.011133333333333	0.008266666666667	65.34	73.6666666666667	45.4866666666667	99161900
initial_single_genome	Streptococcus	Streptococcus_gordonii_str_Challis_substr_CH1	Sample 3/29	ECO002	273505	273505	43382	230123	100	1.189	4.1411	11.3378	48.26	29.29	21.73	18.21	16.14	0.0634	0.04	0.0602	0.0391	39.53	37	44.98	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Mesolithic	Spain	107186852	37977768	35698069	93.991	2279676	131374	17431	113943	0.345666666666667	1.147	8e-4	0.031033333333333	0.08	0	0	0	0	64	0.098155189409942	122.276666666667	0.010433333333333	0.009766666666667	0.010366666666667	0.007	67.79	75.3333333333333	43.7833333333333	37846394
initial_single_genome	Streptococcus	Streptococcus_gordonii_str_Challis_substr_CH1	Sample 4/29	ECO004	888147	888147	186342	701805	100	1.266	12.6134	12.0888	88.05	84.45	80.96	77.27	73.39	0.0664	0.0367	0.0687	0.0379	39.48	37	40.67	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Mesolithic	Spain	134246266	56901161	45232730	79.5183333333333	11668388	3621389	508285	3113104	6.37066666666667	1.15033333333333	0.0235	0.224033333333333	2.21	0.09	0.006666666666667	0.006666666666667	0	999	1.45404067837528	61.95	0.003966666666667	0.003666666666667	0.003566666666667	0.002533333333333	70.11	74.6666666666667	44.15	53279772
initial_single_genome	Streptococcus	Streptococcus_gordonii_str_Challis_substr_CH1	Sample 5/29	EMN001	190760	190760	27244	163516	100	1.167	4.1268	15.7269	30.86	23.39	20.12	17.81	16.05	0.0394	0.0313	0.038	0.0289	55.44	50	47.44	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Palaeolithic	Spain	208944200	99227533	87965664	88.6336666666667	11261832	65633	8428	57205	0.066333333333333	1.14066666666667	4e-4	0.0251	0.036666666666667	0	0	0	0	26	NaN	62.87	0.014333333333333	0.007866666666667	0.011133333333333	0.008266666666667	65.34	73.6666666666667	45.4866666666667	99161900
initial_single_genome	Streptococcus	Streptococcus_sanguinis_SK36	Sample 3/29	ECO002	460070	460070	72398	387672	100	1.187	6.518	13.2379	70.97	53.55	40.97	32.55	27.12	0.0663	0.0411	0.0641	0.0411	40.16	37	44.92	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Mesolithic	Spain	107186852	37977768	35698069	93.991	2279676	131374	17431	113943	0.345666666666667	1.147	8e-4	0.031033333333333	0.08	0	0	0	0	64	0.098155189409942	122.276666666667	0.010433333333333	0.009766666666667	0.010366666666667	0.007	67.79	75.3333333333333	43.7833333333333	37846394
