Software	Database	Tax_Level	Threshold	Host_Genus	Taxon	Populations_Taxa_Present_In	Populations_in_Study	Proportion_Taxa_Present_In
MALT	refseq	species	0.01	Homo	Actinomyces sp. oral taxon 171	4	6	66.7
MALT	refseq	species	0.01	Alouatta	Actinomyces sp. oral taxon 414	1	1	100
MALT	refseq	species	0.01	Homo	Actinomyces sp. oral taxon 414	5	6	83.3
MALT	refseq	species	0.01	Alouatta	Actinomyces sp. oral taxon 448	1	1	100
MALT	refseq	species	0.01	Homo	Actinomyces sp. oral taxon 448	4	6	66.7
MALT	refseq	species	0.01	Alouatta	Actinomyces sp. oral taxon 849	1	1	100
MALT	refseq	species	0.01	Homo	Actinomyces sp. oral taxon 849	4	6	66.7
MALT	refseq	species	0.01	Alouatta	Actinomyces timonensis	1	1	100
MALT	refseq	species	0.01	Alouatta	Actinomyces urogenitalis	1	1	100
MALT	refseq	species	0.01	Alouatta	Actinomyces viscosus	1	1	100
MetaPhlAn2	mp2	species	0.01	Alouatta	Actinomyces_massiliensis	1	1	100
MetaPhlAn2	mp2	species	0.01	Gorilla	Actinomyces_massiliensis	2	3	66.7
MetaPhlAn2	mp2	species	0.01	Homo	Actinomyces_massiliensis	4	6	66.7
MetaPhlAn2	mp2	species	0.01	Gorilla	Actinomyces_naeslundii	2	3	66.7
MetaPhlAn2	mp2	species	0.01	Homo	Actinomyces_naeslundii	5	6	83.3
MetaPhlAn2	mp2	species	0.01	Homo	Actinomyces_oris	6	6	100
MetaPhlAn2	mp2	species	0.01	Gorilla	Actinomyces_viscosus	2	3	66.7
MetaPhlAn2	mp2	species	0.01	Homo	Actinomyces_viscosus	6	6	100
MALT	refseq	genus	0.01	Alouatta	Aeromicrobium	1	1	100
MALT	refseq	species	0.01	Alouatta	Aeromicrobium choanae	1	1	100
MALT	refseq	genus	0.01	Alouatta	Aeromonas	1	1	100
MALT	refseq	genus	0.01	Gorilla	Aeromonas	3	3	100
MALT	refseq	genus	0.01	Alouatta	Aggregatibacter	1	1	100
MALT	refseq	genus	0.01	Gorilla	Aggregatibacter	3	3	100
MALT	refseq	genus	0.01	Homo	Aggregatibacter	5	6	83.3
MetaPhlAn2	mp2	genus	0.01	Alouatta	Aggregatibacter	1	1	100
MetaPhlAn2	mp2	genus	0.01	Gorilla	Aggregatibacter	2	3	66.7
MetaPhlAn2	mp2	genus	0.01	Homo	Aggregatibacter	4	6	66.7
MALT	refseq	species	0.01	Alouatta	Aggregatibacter actinomycetemcomitans	1	1	100
MALT	refseq	species	0.01	Alouatta	Aggregatibacter aphrophilus	1	1	100
MALT	refseq	species	0.01	Alouatta	Aggregatibacter segnis	1	1	100
MALT	refseq	species	0.01	Alouatta	Aggregatibacter sp. oral taxon 458	1	1	100
MetaPhlAn2	mp2	species	0.01	Alouatta	Aggregatibacter_actinomycetemcomitans	1	1	100
MetaPhlAn2	mp2	species	0.01	Gorilla	Aggregatibacter_actinomycetemcomitans	2	3	66.7
MetaPhlAn2	mp2	species	0.01	Alouatta	Aggregatibacter_aphrophilus	1	1	100
MetaPhlAn2	mp2	species	0.01	Gorilla	Aggregatibacter_aphrophilus	2	3	66.7
MetaPhlAn2	mp2	species	0.01	Gorilla	Aggregatibacter_segnis	2	3	66.7
MetaPhlAn2	mp2	species	0.01	Gorilla	Aggregatibacter_unclassified	2	3	66.7
MALT	refseq	genus	0.01	Alouatta	Agrococcus	1	1	100
MALT	refseq	genus	0.01	Pan	Alistipes	2	3	66.7
MALT	refseq	genus	0.01	Pan	Alloprevotella	2	3	66.7
MALT	refseq	genus	0.01	Alouatta	Alysiella	1	1	100
MALT	refseq	genus	0.01	Pan	Aminomonas	2	3	66.7
MALT	refseq	genus	0.01	Gorilla	Anaeroglobus	2	3	66.7
MALT	refseq	genus	0.01	Pan	Anaeroglobus	2	3	66.7
MetaPhlAn2	mp2	genus	0.01	Gorilla	Anaeroglobus	2	3	66.7
MetaPhlAn2	mp2	genus	0.01	Pan	Anaeroglobus	3	3	100
MetaPhlAn2	mp2	species	0.01	Gorilla	Anaeroglobus_geminatus	2	3	66.7
MetaPhlAn2	mp2	species	0.01	Pan	Anaeroglobus_geminatus	3	3	100
MALT	refseq	species	0.01	Homo	Anaerolineaceae bacterium oral taxon 439	4	6	66.7
MALT	refseq	genus	0.01	Pan	Arabia	2	3	66.7
MALT	refseq	species	0.01	Alouatta	Arthrobacter sp. YC-RL1	1	1	100
MALT	refseq	genus	0.01	Pan	Atopobium	2	3	66.7
MetaPhlAn2	mp2	genus	0.01	Pan	Atopobium	2	3	66.7
MetaPhlAn2	mp2	species	0.01	Pan	Atopobium_rimae	2	3	66.7
MALT	refseq	genus	0.01	Alouatta	Avibacterium	1	1	100
MALT	refseq	genus	0.01	Gorilla	Avibacterium	2	3	66.7
MALT	refseq	species	0.01	Alouatta	Avibacterium endocarditidis	1	1	100
MALT	refseq	genus	0.01	Alouatta	Bacteroides	1	1	100
MALT	refseq	genus	0.01	Gorilla	Bacteroides	3	3	100
MALT	refseq	genus	0.01	Pan	Bacteroides	2	3	66.7
MALT	refseq	genus	0.01	Homo	Bacteroides	4	6	66.7
MALT	refseq	species	0.01	Homo	Bacteroidetes oral taxon 274	5	6	83.3
MetaPhlAn2	mp2	species	0.01	Pan	Bacteroidetes_bacterium_oral_taxon_272	3	3	100
MetaPhlAn2	mp2	species	0.01	Homo	Bacteroidetes_bacterium_oral_taxon_272	4	6	66.7
MetaPhlAn2	mp2	genus	0.01	Pan	Bacteroidetes_noname	3	3	100
MetaPhlAn2	mp2	genus	0.01	Homo	Bacteroidetes_noname	6	6	100
MetaPhlAn2	mp2	species	0.01	Pan	Bacteroidetes_oral_taxon_274	3	3	100
MetaPhlAn2	mp2	species	0.01	Homo	Bacteroidetes_oral_taxon_274	6	6	100
MALT	refseq	genus	0.01	Alouatta	Basfia	1	1	100
MALT	refseq	genus	0.01	Gorilla	Basfia	2	3	66.7
MALT	refseq	species	0.01	Alouatta	Basfia succiniciproducens	1	1	100
MALT	refseq	genus	0.01	Alouatta	Bifidobacterium	1	1	100
MALT	refseq	genus	0.01	Gorilla	Bifidobacterium	3	3	100
MALT	refseq	genus	0.01	Pan	Bifidobacterium	2	3	66.7
MALT	refseq	genus	0.01	Pan	Bilophila	2	3	66.7
MALT	refseq	genus	0.01	Pan	Blautia	2	3	66.7
MALT	refseq	genus	0.01	Alouatta	Bordetella	1	1	100
MALT	refseq	genus	0.01	Gorilla	Bordetella	3	3	100
MALT	refseq	genus	0.01	Alouatta	Brachybacterium	1	1	100
MALT	refseq	genus	0.01	Gorilla	Brachybacterium	3	3	100
MALT	refseq	genus	0.01	Pan	Brachybacterium	2	3	66.7
MALT	refseq	genus	0.01	Alouatta	Brevibacterium	1	1	100
MALT	refseq	genus	0.01	Gorilla	Brevibacterium	3	3	100
MetaPhlAn2	mp2	genus	0.01	Alouatta	Brevibacterium	1	1	100
MetaPhlAn2	mp2	genus	0.01	Gorilla	Brevibacterium	2	3	66.7
MetaPhlAn2	mp2	species	0.01	Alouatta	Brevibacterium_unclassified	1	1	100
MetaPhlAn2	mp2	species	0.01	Gorilla	Brevibacterium_unclassified	2	3	66.7
MALT	refseq	genus	0.01	Pan	Butyricicoccus	2	3	66.7
MALT	refseq	genus	0.01	Pan	Butyrivibrio	2	3	66.7
MALT	refseq	genus	0.01	Alouatta	Campylobacter	1	1	100
MALT	refseq	genus	0.01	Gorilla	Campylobacter	3	3	100
MALT	refseq	genus	0.01	Pan	Campylobacter	2	3	66.7
MALT	refseq	genus	0.01	Homo	Campylobacter	5	6	83.3
MetaPhlAn2	mp2	genus	0.01	Alouatta	Campylobacter	1	1	100
MetaPhlAn2	mp2	genus	0.01	Pan	Campylobacter	2	3	66.7
MetaPhlAn2	mp2	genus	0.01	Homo	Campylobacter	6	6	100
MALT	refseq	species	0.01	Homo	Campylobacter concisus	5	6	83.3
MALT	refseq	species	0.01	Alouatta	Campylobacter curvus	1	1	100
MALT	refseq	species	0.01	Homo	Campylobacter gracilis	5	6	83.3
MALT	refseq	species	0.01	Alouatta	Campylobacter showae	1	1	100
MALT	refseq	species	0.01	Homo	Campylobacter showae	5	6	83.3
MetaPhlAn2	mp2	species	0.01	Alouatta	Campylobacter_curvus	1	1	100
MetaPhlAn2	mp2	species	0.01	Homo	Campylobacter_gracilis	4	6	66.7
MetaPhlAn2	mp2	species	0.01	Homo	Campylobacter_showae	6	6	100
MALT	refseq	genus	0.01	Pan	Candidatus Methanomethylophilus	2	3	66.7
MALT	refseq	species	0.01	Homo	Candidatus Saccharibacteria oral taxon TM7x	5	6	83.3
MALT	refseq	genus	0.01	Alouatta	Capnocytophaga	1	1	100
MALT	refseq	genus	0.01	Gorilla	Capnocytophaga	3	3	100
MALT	refseq	genus	0.01	Pan	Capnocytophaga	2	3	66.7
MALT	refseq	genus	0.01	Homo	Capnocytophaga	5	6	83.3
MetaPhlAn2	mp2	genus	0.01	Alouatta	Capnocytophaga	1	1	100
MetaPhlAn2	mp2	genus	0.01	Gorilla	Capnocytophaga	2	3	66.7
MetaPhlAn2	mp2	genus	0.01	Homo	Capnocytophaga	6	6	100
MALT	refseq	species	0.01	Alouatta	Capnocytophaga gingivalis	1	1	100
MALT	refseq	species	0.01	Alouatta	Capnocytophaga granulosa	1	1	100
MALT	refseq	species	0.01	Alouatta	Capnocytophaga haemolytica	1	1	100
MALT	refseq	species	0.01	Alouatta	Capnocytophaga leadbetteri	1	1	100
MALT	refseq	species	0.01	Alouatta	Capnocytophaga ochracea	1	1	100
MALT	refseq	species	0.01	Homo	Capnocytophaga ochracea	4	6	66.7
MALT	refseq	species	0.01	Alouatta	Capnocytophaga sp. ChDC OS43	1	1	100
MALT	refseq	species	0.01	Alouatta	Capnocytophaga sp. oral taxon 326	1	1	100
MALT	refseq	species	0.01	Alouatta	Capnocytophaga sp. oral taxon 329	1	1	100
MALT	refseq	species	0.01	Alouatta	Capnocytophaga sp. oral taxon 332	1	1	100
MALT	refseq	species	0.01	Alouatta	Capnocytophaga sp. oral taxon 336	1	1	100
MALT	refseq	species	0.01	Alouatta	Capnocytophaga sp. oral taxon 338	1	1	100
MALT	refseq	species	0.01	Alouatta	Capnocytophaga sp. oral taxon 863	1	1	100
MALT	refseq	species	0.01	Alouatta	Capnocytophaga sp. oral taxon 878	1	1	100
MALT	refseq	species	0.01	Alouatta	Capnocytophaga sputigena	1	1	100
MALT	refseq	species	0.01	Homo	Capnocytophaga sputigena	4	6	66.7
MetaPhlAn2	mp2	species	0.01	Alouatta	Capnocytophaga_gingivalis	1	1	100
MetaPhlAn2	mp2	species	0.01	Homo	Capnocytophaga_unclassified	6	6	100
MetaPhlAn2	mp2	genus	0.01	Alouatta	Cardiobacteriaceae_unclassified	1	1	100
MetaPhlAn2	mp2	genus	0.01	Homo	Cardiobacteriaceae_unclassified	4	6	66.7
MALT	refseq	genus	0.01	Alouatta	Cardiobacterium	1	1	100
MALT	refseq	genus	0.01	Gorilla	Cardiobacterium	2	3	66.7
MALT	refseq	genus	0.01	Homo	Cardiobacterium	5	6	83.3
MetaPhlAn2	mp2	genus	0.01	Alouatta	Cardiobacterium	1	1	100
MetaPhlAn2	mp2	genus	0.01	Homo	Cardiobacterium	6	6	100
MALT	refseq	species	0.01	Alouatta	Cardiobacterium hominis	1	1	100
MALT	refseq	species	0.01	Homo	Cardiobacterium hominis	5	6	83.3
MALT	refseq	species	0.01	Alouatta	Cardiobacterium valvarum	1	1	100
MALT	refseq	species	0.01	Homo	Cardiobacterium valvarum	5	6	83.3
MetaPhlAn2	mp2	species	0.01	Alouatta	Cardiobacterium_hominis	1	1	100
MetaPhlAn2	mp2	species	0.01	Homo	Cardiobacterium_valvarum	6	6	100
MALT	refseq	genus	0.01	Pan	Catonella	2	3	66.7
MALT	refseq	genus	0.01	Homo	Catonella	5	6	83.3
MetaPhlAn2	mp2	genus	0.01	Homo	Catonella	4	6	66.7
MALT	refseq	species	0.01	Homo	Catonella morbi	5	6	83.3
MetaPhlAn2	mp2	species	0.01	Homo	Catonella_morbi	4	6	66.7
MALT	refseq	genus	0.01	Alouatta	Cellulomonas	1	1	100
MALT	refseq	genus	0.01	Gorilla	Cellulomonas	3	3	100
MALT	refseq	genus	0.01	Pan	Cellulomonas	2	3	66.7
MALT	refseq	genus	0.01	Gorilla	Centipeda	3	3	100
MetaPhlAn2	mp2	genus	0.01	Pan	Clostridiales_Family_XIII_Incertae_Sedis_noname	2	3	66.7
MetaPhlAn2	mp2	genus	0.01	Pan	Clostridiales_Family_XIII_Incertae_Sedis_unclassified	3	3	100
MALT	refseq	genus	0.01	Alouatta	Clostridium	1	1	100
MALT	refseq	genus	0.01	Gorilla	Clostridium	3	3	100
MALT	refseq	genus	0.01	Pan	Clostridium	2	3	66.7
MALT	refseq	genus	0.01	Control	Clostridium	2	2	100
MALT	refseq	genus	0.01	Pan	Collinsella	2	3	66.7
MALT	refseq	genus	0.01	Alouatta	Conchiformibius	1	1	100
MALT	refseq	genus	0.01	Gorilla	Conchiformibius	2	3	66.7
MALT	refseq	species	0.01	Alouatta	Conchiformibius kuhniae	1	1	100
MALT	refseq	genus	0.01	Alouatta	Corynebacterium	1	1	100
MALT	refseq	genus	0.01	Gorilla	Corynebacterium	3	3	100
MALT	refseq	genus	0.01	Pan	Corynebacterium	2	3	66.7
MALT	refseq	genus	0.01	Homo	Corynebacterium	5	6	83.3
MALT	refseq	genus	0.01	Control	Corynebacterium	2	2	100
MetaPhlAn2	mp2	genus	0.01	Homo	Corynebacterium	6	6	100
MALT	refseq	species	0.01	Homo	Corynebacterium matruchotii	5	6	83.3
MALT	refseq	species	0.01	Alouatta	Corynebacterium variabile	1	1	100
MetaPhlAn2	mp2	species	0.01	Homo	Corynebacterium_matruchotii	6	6	100
MALT	refseq	genus	0.01	Alouatta	Cronobacter	1	1	100
MALT	refseq	genus	0.01	Pan	Cryptobacterium	2	3	66.7
MALT	refseq	genus	0.01	Pan	Denitrobacterium	2	3	66.7
MALT	refseq	genus	0.01	Pan	Desulfobulbus	2	3	66.7
MALT	refseq	genus	0.01	Homo	Desulfobulbus	4	6	66.7
MetaPhlAn2	mp2	genus	0.01	Pan	Desulfobulbus	3	3	100
MetaPhlAn2	mp2	genus	0.01	Homo	Desulfobulbus	5	6	83.3
MALT	refseq	species	0.01	Homo	Desulfobulbus sp. ORNL	4	6	66.7
MetaPhlAn2	mp2	species	0.01	Pan	Desulfobulbus_sp_oral_taxon_041	3	3	100
MetaPhlAn2	mp2	species	0.01	Homo	Desulfobulbus_sp_oral_taxon_041	5	6	83.3
MALT	refseq	genus	0.01	Pan	Desulfomicrobium	2	3	66.7
MALT	refseq	genus	0.01	Pan	Desulfovibrio	2	3	66.7
MALT	refseq	genus	0.01	Gorilla	Dialister	3	3	100
MALT	refseq	genus	0.01	Pan	Dialister	2	3	66.7
MALT	refseq	genus	0.01	Homo	Dialister	4	6	66.7
MetaPhlAn2	mp2	genus	0.01	Pan	Dialister	3	3	100
MetaPhlAn2	mp2	species	0.01	Pan	Dialister_invisus	3	3	100
MALT	refseq	genus	0.01	Alouatta	Dickeya	1	1	100
MALT	refseq	genus	0.01	Gorilla	Dickeya	2	3	66.7
MALT	refseq	genus	0.01	Pan	Dorea	2	3	66.7
MALT	refseq	genus	0.01	Pan	Eggerthella	2	3	66.7
MALT	refseq	genus	0.01	Pan	Eggerthia	2	3	66.7
MALT	refseq	genus	0.01	Alouatta	Eikenella	1	1	100
MALT	refseq	genus	0.01	Gorilla	Eikenella	3	3	100
MALT	refseq	genus	0.01	Homo	Eikenella	5	6	83.3
MetaPhlAn2	mp2	genus	0.01	Homo	Eikenella	5	6	83.3
MALT	refseq	species	0.01	Alouatta	Eikenella corrodens	1	1	100
MALT	refseq	species	0.01	Homo	Eikenella corrodens	4	6	66.7
MALT	refseq	species	0.01	Alouatta	Eikenella sp. HMSC061C02	1	1	100
MetaPhlAn2	mp2	species	0.01	Homo	Eikenella_corrodens	5	6	83.3
MALT	refseq	genus	0.01	Pan	Emergencia	2	3	66.7
MALT	refseq	genus	0.01	Alouatta	Ensifer	1	1	100
MALT	refseq	genus	0.01	Pan	Enterorhabdus	2	3	66.7
MALT	refseq	genus	0.01	Pan	Eubacterium	2	3	66.7
MALT	refseq	genus	0.01	Homo	Eubacterium	5	6	83.3
MetaPhlAn2	mp2	genus	0.01	Pan	Eubacterium	2	3	66.7
MetaPhlAn2	mp2	genus	0.01	Homo	Eubacterium	4	6	66.7
MetaPhlAn2	mp2	species	0.01	Pan	Eubacterium_brachy	2	3	66.7
MetaPhlAn2	mp2	species	0.01	Pan	Eubacterium_infirmum	2	3	66.7
MetaPhlAn2	mp2	species	0.01	Homo	Eubacterium_yurii	6	6	100
MALT	refseq	genus	0.01	Pan	Faecalibacterium	2	3	66.7
MALT	refseq	genus	0.01	Pan	Filifactor	2	3	66.7
MetaPhlAn2	mp2	genus	0.01	Pan	Filifactor	2	3	66.7
MetaPhlAn2	mp2	species	0.01	Pan	Filifactor_alocis	2	3	66.7
MetaPhlAn2	mp2	genus	0.01	Pan	Fretibacterium	3	3	100
MetaPhlAn2	mp2	genus	0.01	Homo	Fretibacterium	6	6	100
MetaPhlAn2	mp2	species	0.01	Pan	Fretibacterium_fastidiosum	3	3	100
MetaPhlAn2	mp2	species	0.01	Homo	Fretibacterium_fastidiosum	6	6	100
MALT	refseq	genus	0.01	Alouatta	Fusobacterium	1	1	100
MALT	refseq	genus	0.01	Gorilla	Fusobacterium	3	3	100
MALT	refseq	genus	0.01	Pan	Fusobacterium	2	3	66.7
MALT	refseq	genus	0.01	Homo	Fusobacterium	5	6	83.3
MetaPhlAn2	mp2	genus	0.01	Alouatta	Fusobacterium	1	1	100
MetaPhlAn2	mp2	genus	0.01	Gorilla	Fusobacterium	3	3	100
MetaPhlAn2	mp2	genus	0.01	Pan	Fusobacterium	3	3	100
MetaPhlAn2	mp2	genus	0.01	Homo	Fusobacterium	5	6	83.3
MALT	refseq	species	0.01	Alouatta	Fusobacterium hwasookii	1	1	100
MALT	refseq	species	0.01	Alouatta	Fusobacterium massiliense	1	1	100
MALT	refseq	species	0.01	Alouatta	Fusobacterium nucleatum	1	1	100
MALT	refseq	species	0.01	Homo	Fusobacterium nucleatum	5	6	83.3
MALT	refseq	species	0.01	Alouatta	Fusobacterium periodonticum	1	1	100
MALT	refseq	species	0.01	Alouatta	Fusobacterium sp. oral taxon 203	1	1	100
MetaPhlAn2	mp2	species	0.01	Alouatta	Fusobacterium_nucleatum	1	1	100
MetaPhlAn2	mp2	species	0.01	Gorilla	Fusobacterium_nucleatum	3	3	100
MetaPhlAn2	mp2	species	0.01	Pan	Fusobacterium_nucleatum	3	3	100
MetaPhlAn2	mp2	species	0.01	Homo	Fusobacterium_nucleatum	5	6	83.3
MALT	refseq	genus	0.01	Alouatta	Gallibacterium	1	1	100
MALT	refseq	species	0.01	Alouatta	Gallibacterium anatis	1	1	100
MALT	refseq	genus	0.01	Alouatta	Gemella	1	1	100
MALT	refseq	genus	0.01	Pan	Gemella	2	3	66.7
MALT	refseq	genus	0.01	Homo	Gemella	5	6	83.3
MetaPhlAn2	mp2	genus	0.01	Alouatta	Gemella	1	1	100
MetaPhlAn2	mp2	genus	0.01	Homo	Gemella	5	6	83.3
MALT	refseq	species	0.01	Alouatta	Gemella cuniculi	1	1	100
MALT	refseq	species	0.01	Alouatta	Gemella haemolysans	1	1	100
MALT	refseq	species	0.01	Alouatta	Gemella morbillorum	1	1	100
MALT	refseq	species	0.01	Homo	Gemella morbillorum	5	6	83.3
MALT	refseq	species	0.01	Alouatta	Gemella sanguinis	1	1	100
MetaPhlAn2	mp2	species	0.01	Homo	Gemella_morbillorum	5	6	83.3
MetaPhlAn2	mp2	species	0.01	Alouatta	Gemella_unclassified	1	1	100
MALT	refseq	genus	0.01	Alouatta	Geodermatophilus	1	1	100
MALT	refseq	genus	0.01	Gorilla	Geodermatophilus	2	3	66.7
MALT	refseq	genus	0.01	Alouatta	Glaesserella	1	1	100
MALT	refseq	species	0.01	Alouatta	Glaesserella parasuis	1	1	100
MALT	refseq	genus	0.01	Gorilla	Glutamicibacter	2	3	66.7
MALT	refseq	genus	0.01	Pan	Gordonibacter	2	3	66.7
MALT	refseq	genus	0.01	Alouatta	Granulicatella	1	1	100
MALT	refseq	genus	0.01	Alouatta	Haemophilus	1	1	100
MALT	refseq	genus	0.01	Gorilla	Haemophilus	2	3	66.7
MALT	refseq	species	0.01	Alouatta	Haemophilus haemolyticus	1	1	100
MALT	refseq	species	0.01	Alouatta	Haemophilus influenzae	1	1	100
MALT	refseq	species	0.01	Alouatta	Haemophilus massiliensis	1	1	100
MALT	refseq	species	0.01	Alouatta	Haemophilus paracuniculus	1	1	100
MALT	refseq	species	0.01	Alouatta	Haemophilus parainfluenzae	1	1	100
MALT	refseq	species	0.01	Alouatta	Haemophilus pittmaniae	1	1	100
MALT	refseq	genus	0.01	Alouatta	Histophilus	1	1	100
MALT	refseq	species	0.01	Alouatta	Histophilus somni	1	1	100
MALT	refseq	genus	0.01	Pan	Intestinimonas	2	3	66.7
MALT	refseq	genus	0.01	Gorilla	Johnsonella	2	3	66.7
MALT	refseq	genus	0.01	Pan	Johnsonella	2	3	66.7
MetaPhlAn2	mp2	genus	0.01	Pan	Johnsonella	2	3	66.7
MetaPhlAn2	mp2	genus	0.01	Homo	Johnsonella	4	6	66.7
MetaPhlAn2	mp2	species	0.01	Pan	Johnsonella_ignava	2	3	66.7
MetaPhlAn2	mp2	species	0.01	Homo	Johnsonella_ignava	4	6	66.7
MALT	refseq	genus	0.01	Pan	Jonquetella	2	3	66.7
MALT	refseq	genus	0.01	Alouatta	Kingella	1	1	100
MALT	refseq	genus	0.01	Gorilla	Kingella	2	3	66.7
MetaPhlAn2	mp2	genus	0.01	Alouatta	Kingella	1	1	100
MetaPhlAn2	mp2	genus	0.01	Gorilla	Kingella	2	3	66.7
MALT	refseq	species	0.01	Alouatta	Kingella denitrificans	1	1	100
MALT	refseq	species	0.01	Alouatta	Kingella kingae	1	1	100
MALT	refseq	species	0.01	Alouatta	Kingella negevensis	1	1	100
MALT	refseq	species	0.01	Alouatta	Kingella oralis	1	1	100
MetaPhlAn2	mp2	species	0.01	Alouatta	Kingella_oralis	1	1	100
MetaPhlAn2	mp2	species	0.01	Gorilla	Kingella_unclassified	2	3	66.7
MALT	refseq	species	0.01	Alouatta	Kocuria kristinae	1	1	100
MALT	refseq	genus	0.01	Gorilla	Kytococcus	2	3	66.7
MALT	refseq	genus	0.01	Pan	Kytococcus	2	3	66.7
MALT	refseq	genus	0.01	Pan	Lachnoanaerobaculum	2	3	66.7
MALT	refseq	genus	0.01	Homo	Lachnoanaerobaculum	5	6	83.3
MALT	refseq	genus	0.01	Pan	Lachnoclostridium	2	3	66.7
MALT	refseq	species	0.01	Homo	Lachnospiraceae bacterium oral taxon 500	5	6	83.3
MALT	refseq	genus	0.01	Alouatta	Lautropia	1	1	100
MALT	refseq	genus	0.01	Gorilla	Lautropia	2	3	66.7
MALT	refseq	genus	0.01	Homo	Lautropia	5	6	83.3
MetaPhlAn2	mp2	genus	0.01	Homo	Lautropia	6	6	100
MALT	refseq	species	0.01	Alouatta	Lautropia mirabilis	1	1	100
MALT	refseq	species	0.01	Homo	Lautropia mirabilis	5	6	83.3
MetaPhlAn2	mp2	species	0.01	Homo	Lautropia_mirabilis	6	6	100
MALT	refseq	genus	0.01	Pan	Lawsonella	2	3	66.7
MALT	refseq	genus	0.01	Alouatta	Leptotrichia	1	1	100
MALT	refseq	genus	0.01	Gorilla	Leptotrichia	2	3	66.7
MALT	refseq	genus	0.01	Homo	Leptotrichia	5	6	83.3
MetaPhlAn2	mp2	genus	0.01	Alouatta	Leptotrichia	1	1	100
MetaPhlAn2	mp2	genus	0.01	Homo	Leptotrichia	5	6	83.3
MALT	refseq	species	0.01	Alouatta	Leptotrichia goodfellowii	1	1	100
MetaPhlAn2	mp2	species	0.01	Alouatta	Leptotrichia_goodfellowii	1	1	100
MetaPhlAn2	mp2	species	0.01	Homo	Leptotrichia_unclassified	4	6	66.7
MetaPhlAn2	mp2	genus	0.01	Homo	Leptotrichiaceae_unclassified	5	6	83.3
MALT	refseq	genus	0.01	Alouatta	Leucobacter	1	1	100
MALT	refseq	genus	0.01	Gorilla	Lysinibacillus	2	3	66.7
MALT	refseq	genus	0.01	Alouatta	Mannheimia	1	1	100
MALT	refseq	genus	0.01	Gorilla	Mannheimia	2	3	66.7
MALT	refseq	species	0.01	Alouatta	Mannheimia haemolytica	1	1	100
MALT	refseq	species	0.01	Alouatta	Mannheimia varigena	1	1	100
MALT	refseq	genus	0.01	Pan	Megasphaera	2	3	66.7
MetaPhlAn2	mp2	genus	0.01	Pan	Megasphaera	2	3	66.7
MetaPhlAn2	mp2	species	0.01	Pan	Megasphaera_unclassified	2	3	66.7
MALT	refseq	genus	0.01	Pan	Mitsuokella	2	3	66.7
MALT	refseq	genus	0.01	Pan	Mogibacterium	2	3	66.7
MALT	refseq	genus	0.01	Alouatta	Morococcus	1	1	100
MALT	refseq	genus	0.01	Gorilla	Morococcus	2	3	66.7
MALT	refseq	species	0.01	Alouatta	Morococcus cerebrosus	1	1	100
MALT	refseq	genus	0.01	Alouatta	Necropsobacter	1	1	100
MALT	refseq	genus	0.01	Gorilla	Necropsobacter	2	3	66.7
MALT	refseq	species	0.01	Alouatta	Necropsobacter massiliensis	1	1	100
MALT	refseq	genus	0.01	Alouatta	Neisseria	1	1	100
MALT	refseq	genus	0.01	Gorilla	Neisseria	3	3	100
MALT	refseq	genus	0.01	Pan	Neisseria	2	3	66.7
MALT	refseq	genus	0.01	Homo	Neisseria	5	6	83.3
MetaPhlAn2	mp2	genus	0.01	Alouatta	Neisseria	1	1	100
MetaPhlAn2	mp2	genus	0.01	Gorilla	Neisseria	2	3	66.7
MetaPhlAn2	mp2	genus	0.01	Homo	Neisseria	6	6	100
MALT	refseq	species	0.01	Alouatta	Neisseria bacilliformis	1	1	100
MALT	refseq	species	0.01	Alouatta	Neisseria elongata	1	1	100
MALT	refseq	species	0.01	Homo	Neisseria elongata	5	6	83.3
MALT	refseq	species	0.01	Alouatta	Neisseria gonorrhoeae	1	1	100
MALT	refseq	species	0.01	Alouatta	Neisseria lactamica	1	1	100
MALT	refseq	species	0.01	Alouatta	Neisseria macacae	1	1	100
MALT	refseq	species	0.01	Alouatta	Neisseria meningitidis	1	1	100
MALT	refseq	species	0.01	Alouatta	Neisseria shayeganii	1	1	100
MALT	refseq	species	0.01	Alouatta	Neisseria sp. 10023	1	1	100
MALT	refseq	species	0.01	Alouatta	Neisseria sp. HMSC31F04	1	1	100
MALT	refseq	species	0.01	Alouatta	Neisseria sp. KEM232	1	1	100
MALT	refseq	species	0.01	Alouatta	Neisseria sp. oral taxon 014	1	1	100
MALT	refseq	species	0.01	Alouatta	Neisseria sp. oral taxon 020	1	1	100
MALT	refseq	species	0.01	Alouatta	Neisseria wadsworthii	1	1	100
MALT	refseq	species	0.01	Alouatta	Neisseria zoodegmatis	1	1	100
MetaPhlAn2	mp2	species	0.01	Alouatta	Neisseria_bacilliformis	1	1	100
MetaPhlAn2	mp2	species	0.01	Alouatta	Neisseria_unclassified	1	1	100
MetaPhlAn2	mp2	species	0.01	Gorilla	Neisseria_unclassified	2	3	66.7
MetaPhlAn2	mp2	species	0.01	Homo	Neisseria_unclassified	4	6	66.7
MALT	refseq	genus	0.01	Alouatta	Nocardia	1	1	100
MALT	refseq	genus	0.01	Gorilla	Nocardia	2	3	66.7
MALT	refseq	species	0.01	Alouatta	Nocardioides lianchengensis	1	1	100
MALT	refseq	species	0.01	Alouatta	Nocardioides sp. Root122	1	1	100
