study_accession	secondary_sample_accession	experiment_accession	run_accession	instrument_model	library_name	library_layout	library_strategy	read_count	fastq_ftp	submitted_ftp	sra_ftp
PRJEB18629	ERS1600952	ERX1944146	ERR1883645	Illumina MiSeq	R3213	PAIRED	Targeted-Capture	1154550	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883645/ERR1883645.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883645/ERR1883645_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883645/ERR1883645_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R3213.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R3213.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/005/ERR1883645
PRJEB18629	ERS1600953	ERX1944147	ERR1883646	Illumina MiSeq	R4222	PAIRED	Targeted-Capture	701391	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883646/ERR1883646.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883646/ERR1883646_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883646/ERR1883646_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4222.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4222.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/006/ERR1883646
PRJEB18629	ERS1600954	ERX1944148	ERR1883647	Illumina MiSeq	R3214	PAIRED	Targeted-Capture	1660729	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883647/ERR1883647.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883647/ERR1883647_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883647/ERR1883647_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R3214.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R3214.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/007/ERR1883647
PRJEB18629	ERS1600955	ERX1944149	ERR1883648	Illumina MiSeq	R4221	PAIRED	Targeted-Capture	837058	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883648/ERR1883648.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883648/ERR1883648_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883648/ERR1883648_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4221.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4221.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/008/ERR1883648
PRJEB18629	ERS1600956	ERX1944150	ERR1883649	Illumina MiSeq	R4220	PAIRED	Targeted-Capture	696771	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883649/ERR1883649.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883649/ERR1883649_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883649/ERR1883649_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4220.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4220.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/009/ERR1883649
PRJEB18629	ERS1600957	ERX1944151	ERR1883650	Illumina MiSeq	R4054	PAIRED	Targeted-Capture	825286	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883650/ERR1883650.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883650/ERR1883650_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883650/ERR1883650_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4054.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4054.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/000/ERR1883650
PRJEB18629	ERS1600958	ERX1944152	ERR1883651	Illumina MiSeq	R4231	PAIRED	Targeted-Capture	784935	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883651/ERR1883651.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883651/ERR1883651_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883651/ERR1883651_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4231.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4231.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/001/ERR1883651
PRJEB18629	ERS1600959	ERX1944153	ERR1883652	Illumina MiSeq	R4053	PAIRED	Targeted-Capture	963651	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883652/ERR1883652.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883652/ERR1883652_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883652/ERR1883652_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4053.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4053.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/002/ERR1883652
PRJEB18629	ERS1600960	ERX1944154	ERR1883653	Illumina MiSeq	R3836	PAIRED	Targeted-Capture	474214	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883653/ERR1883653.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883653/ERR1883653_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883653/ERR1883653_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R3836.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R3836.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/003/ERR1883653
PRJEB18629	ERS1600961	ERX1944155	ERR1883654	Illumina MiSeq	R4052	PAIRED	Targeted-Capture	843061	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883654/ERR1883654.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883654/ERR1883654_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883654/ERR1883654_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4052.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4052.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/004/ERR1883654
PRJEB18629	ERS1600962	ERX1944156	ERR1883655	Illumina MiSeq	R4051	PAIRED	Targeted-Capture	1496187	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883655/ERR1883655.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883655/ERR1883655_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883655/ERR1883655_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4051.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4051.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/005/ERR1883655
PRJEB18629	ERS1600963	ERX1944157	ERR1883656	Illumina MiSeq	R4050	PAIRED	Targeted-Capture	1562892	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883656/ERR1883656.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883656/ERR1883656_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883656/ERR1883656_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4050.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4050.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/006/ERR1883656
PRJEB18629	ERS1600964	ERX1944158	ERR1883657	Illumina MiSeq	R4049	PAIRED	Targeted-Capture	1848099	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883657/ERR1883657.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883657/ERR1883657_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883657/ERR1883657_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4049.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4049.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/007/ERR1883657
PRJEB18629	ERS1600965	ERX1944159	ERR1883658	Illumina MiSeq	R4227	PAIRED	Targeted-Capture	556716	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883658/ERR1883658.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883658/ERR1883658_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883658/ERR1883658_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4227.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4227.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/008/ERR1883658
PRJEB18629	ERS1600966	ERX1944160	ERR1883659	Illumina MiSeq	R4228	PAIRED	Targeted-Capture	782087	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883659/ERR1883659.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883659/ERR1883659_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883659/ERR1883659_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4228.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4228.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/009/ERR1883659
PRJEB18629	ERS1600967	ERX1944161	ERR1883660	Illumina MiSeq	R4229	PAIRED	Targeted-Capture	770657	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883660/ERR1883660.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883660/ERR1883660_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883660/ERR1883660_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4229.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4229.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/000/ERR1883660
PRJEB18629	ERS1600968	ERX1944162	ERR1883661	Illumina MiSeq	R4230	PAIRED	Targeted-Capture	949835	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883661/ERR1883661.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883661/ERR1883661_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883661/ERR1883661_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4230.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4230.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/001/ERR1883661
PRJEB18629	ERS1600969	ERX1944163	ERR1883662	Illumina MiSeq	R4195	PAIRED	Targeted-Capture	690855	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883662/ERR1883662.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883662/ERR1883662_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883662/ERR1883662_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4195.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4195.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/002/ERR1883662
PRJEB18629	ERS1600970	ERX1944164	ERR1883663	Illumina MiSeq	R4196	PAIRED	Targeted-Capture	781416	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883663/ERR1883663.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883663/ERR1883663_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883663/ERR1883663_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4196.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4196.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/003/ERR1883663
PRJEB18629	ERS1600971	ERX1944165	ERR1883664	Illumina MiSeq	R4197	PAIRED	Targeted-Capture	860254	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883664/ERR1883664.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883664/ERR1883664_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883664/ERR1883664_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4197.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4197.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/004/ERR1883664
PRJEB18629	ERS1600972	ERX1944166	ERR1883665	Illumina MiSeq	R4198	PAIRED	Targeted-Capture	778152	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883665/ERR1883665.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883665/ERR1883665_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883665/ERR1883665_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4198.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4198.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/005/ERR1883665
PRJEB18629	ERS1600973	ERX1944167	ERR1883666	Illumina MiSeq	R4199	PAIRED	Targeted-Capture	610484	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883666/ERR1883666.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883666/ERR1883666_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883666/ERR1883666_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4199.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4199.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/006/ERR1883666
PRJEB18629	ERS1600974	ERX1944168	ERR1883667	Illumina MiSeq	R4200	PAIRED	Targeted-Capture	697502	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883667/ERR1883667.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883667/ERR1883667_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883667/ERR1883667_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4200.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4200.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/007/ERR1883667
PRJEB18629	ERS1600975	ERX1944169	ERR1883668	Illumina MiSeq	R4201	PAIRED	Targeted-Capture	704836	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883668/ERR1883668.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883668/ERR1883668_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883668/ERR1883668_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4201.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4201.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/008/ERR1883668
PRJEB18629	ERS1600976	ERX1944170	ERR1883669	Illumina MiSeq	R4202	PAIRED	Targeted-Capture	727442	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883669/ERR1883669.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883669/ERR1883669_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883669/ERR1883669_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4202.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4202.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/009/ERR1883669
PRJEB18629	ERS1600977	ERX1944171	ERR1883670	Illumina MiSeq	R4203	PAIRED	Targeted-Capture	762424	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883670/ERR1883670.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883670/ERR1883670_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883670/ERR1883670_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4203.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4203.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/000/ERR1883670
PRJEB18629	ERS1600978	ERX1944172	ERR1883671	Illumina MiSeq	L5702	PAIRED	Targeted-Capture	918566	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883671/ERR1883671.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883671/ERR1883671_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883671/ERR1883671_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5702.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5702.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/001/ERR1883671
PRJEB18629	ERS1600979	ERX1944173	ERR1883672	Illumina MiSeq	L5703	PAIRED	Targeted-Capture	1041561	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883672/ERR1883672.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883672/ERR1883672_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883672/ERR1883672_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5703.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5703.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/002/ERR1883672
PRJEB18629	ERS1600980	ERX1944174	ERR1883673	Illumina MiSeq	R3837	PAIRED	Targeted-Capture	1274131	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883673/ERR1883673.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883673/ERR1883673_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883673/ERR1883673_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R3837.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R3837.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/003/ERR1883673
PRJEB18629	ERS1600981	ERX1944175	ERR1883674	Illumina MiSeq	L5704	PAIRED	Targeted-Capture	813473	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883674/ERR1883674.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883674/ERR1883674_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883674/ERR1883674_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5704.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5704.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/004/ERR1883674
PRJEB18629	ERS1600982	ERX1944176	ERR1883675	Illumina MiSeq	L5705	PAIRED	Targeted-Capture	44594	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883675/ERR1883675.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883675/ERR1883675_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883675/ERR1883675_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5705.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5705.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/005/ERR1883675
PRJEB18629	ERS1600983	ERX1944177	ERR1883676	Illumina MiSeq	L5706	PAIRED	Targeted-Capture	4637	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883676/ERR1883676.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883676/ERR1883676_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883676/ERR1883676_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5706.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5706.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/006/ERR1883676
PRJEB18629	ERS1600984	ERX1944178	ERR1883677	Illumina MiSeq	L5707	PAIRED	Targeted-Capture	1234371	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883677/ERR1883677.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883677/ERR1883677_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883677/ERR1883677_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5707.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5707.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/007/ERR1883677
PRJEB18629	ERS1600985	ERX1944179	ERR1883678	Illumina MiSeq	L5708	PAIRED	Targeted-Capture	1275054	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883678/ERR1883678.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883678/ERR1883678_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883678/ERR1883678_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5708.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5708.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/008/ERR1883678
PRJEB18629	ERS1600986	ERX1944180	ERR1883679	Illumina MiSeq	L5709	PAIRED	Targeted-Capture	453231	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883679/ERR1883679.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883679/ERR1883679_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883679/ERR1883679_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5709.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5709.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/009/ERR1883679
PRJEB18629	ERS1600987	ERX1944181	ERR1883680	Illumina MiSeq	R3838	PAIRED	Targeted-Capture	937778	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883680/ERR1883680.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883680/ERR1883680_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883680/ERR1883680_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R3838.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R3838.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/000/ERR1883680
PRJEB18629	ERS1600988	ERX1944182	ERR1883681	Illumina MiSeq	R3839	PAIRED	Targeted-Capture	797930	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883681/ERR1883681.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883681/ERR1883681_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883681/ERR1883681_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R3839.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R3839.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/001/ERR1883681
PRJEB18629	ERS1600989	ERX1944183	ERR1883682	Illumina MiSeq	L5710	PAIRED	Targeted-Capture	988328	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883682/ERR1883682.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883682/ERR1883682_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883682/ERR1883682_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5710.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5710.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/002/ERR1883682
PRJEB18629	ERS1600990	ERX1944184	ERR1883683	Illumina MiSeq	L5711	PAIRED	Targeted-Capture	1221139	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883683/ERR1883683.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883683/ERR1883683_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883683/ERR1883683_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5711.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5711.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/003/ERR1883683
