"Datasets"	"Sum"
"Sphingomonas sp. Fr1"	6
"Sphingomonas sp. Ibu-2"	42
"Sphingomonas sp. JB13"	49
"Sphingomonas sp. JE1"	93
"Sphingomonas sp. KA1"	134
"Sphingomonas sp. KSM1"	29
"Sphingomonas sp. KT0216"	7
"Sphingomonas sp. LB126"	6
"Sphingomonas sp. MM-1"	7167
"Sphingomonas sp. NS2"	18
"Sphingomonas sp. NX-3"	89
"Sphingomonas sp. P2"	5
"Sphingomonas sp. SH"	35
"Sphingomonas sp. SL9"	27
"Sphingomonas sp. SLAU-14"	6
"Sphingomonas sp. SLAU-19.2"	5
"Sphingomonas sp. SS04-1"	187
"Sphingomonas sp. SS86"	78
"Sphingomonas starnbergensis"	32
"Sphingomonas taxi"	11709
"Sphingomonas wittichii RW1"	16403
"Sphingopyxis alaskensis RB2256"	14790
"Sphingopyxis chilensis"	18
"Sphingopyxis fribergensis"	23527
"Sphingopyxis granuli"	20323
"Sphingopyxis macrogoltabida"	25467
"Sphingopyxis panaciterrulae"	5
"Sphingopyxis soli"	6
"Sphingopyxis sp. 113P3"	5088
"Sphingopyxis sp. S29"	5
"Sphingopyxis terrae NBRC 15098"	7175
"Sphingorhabdus sp. M41"	3962
"Spiribacter curvatus"	5397
"Spiribacter salinus M19-40"	4357
"Spirosoma linguale DSM 74"	2924
"Spirosoma radiotolerans"	2079
"Spongiibacter sp. IMCC21906"	21501
"Spongiibacter tropicus"	147
"Sporocytophaga cauliformis"	38
"Stappia"	22
"Starkeya novella DSM 506"	12240
"Starkeya sp. SL25"	32
"Stella humosa"	114
"Stenoxybacter acetivorans"	10
"Steroidobacter denitrificans"	15699
"Sterolibacterium denitrificans"	197
"Stigmatella aurantiaca DW4/3-1"	11655
"Stigmatella aurantiaca Sg a15"	36
"Stigmatella erecta"	47
"Streptobacillus felis"	6
"Streptobacillus hongkongensis"	5
"Streptobacillus moniliformis DSM 12112"	70369
"Subaequorebacter sp. UAPS0115"	5
"Succinivibrio"	5
"sulfate-reducing bacterium enrichment culture clone FFSMW1-F"	5
"Sulfitobacter delicatus"	22
"Sulfitobacter dubius"	24
"Sulfitobacter guttiformis"	37
"Sulfitobacter pontiacus"	175
"Sulfitobacter sp. 5IX/A01/139"	73
"Sulfitobacter sp. DFL14"	40
"Sulfitobacter sp. EE-36"	44
"Sulfitobacter sp. P10"	17
"Sulfuricella denitrificans skB26"	9273
"Sulfuricurvum kujiense DSM 16994"	784
"Sulfuriferula plumbophila"	75
"Sulfurihydrogenibium azorense Az-Fu1"	547
"Sulfurihydrogenibium sp. YO3AOP1"	2439
"Sulfurimonas autotrophica DSM 16294"	1506
"Sulfurimonas denitrificans DSM 1251"	1176
"Sulfurimonas gotlandica"	270
"Sulfuritalea hydrogenivorans sk43H"	21102
"Sulfurospirillum barnesii SES-3"	788
"Sulfurospirillum cavolei"	1782
"Sulfurospirillum deleyianum DSM 6946"	587
"Sulfurospirillum multivorans DSM 12446"	933
"Sulfurospirillum sp. UCH001"	730
"Sulfurovum lithotrophicum"	1046
"Sulfurovum sp. NBC37-1"	1098
"Suttonella indologenes"	28
"Swaminathania salitolerans"	5
"symbiont of Aphis spiraecola"	7
"Syntrophobacter fumaroxidans MPOB"	49860
"Syntrophus aciditrophicus SB"	32575
"Tannerella forsythia 3313"	1014102
"Tannerella forsythia 92A2"	1319970
"Tannerella forsythia KS16"	1050469
"Tannerella sp. oral clone 3RH-44"	11
"Tannerella sp. oral taxon HOT-286"	509
"Tardiphaga robiniae"	119
"Tatlockia micdadei"	493
"Tatumella citrea"	5
"Tatumella morbirosei"	26
"Tatumella punctata"	76
"Tatumella saanichensis"	37
"Taylorella asinigenitalis 14/45"	320
"Taylorella asinigenitalis MCE3"	164
"Taylorella equigenitalis ATCC 35865"	8
"Taylorella equigenitalis MCE9"	1284
"Telluria chitinolytica"	14
"Tenacibaculum adriaticum"	32
"Tenacibaculum aestuarii"	5
"Tenacibaculum aiptasiae"	30
"Tenacibaculum amylolyticum"	100
"Tenacibaculum crassostreae"	11
"Tenacibaculum dicentrarchi"	2672
"Tenacibaculum discolor"	362
"Tenacibaculum finnmarkense"	12
"Tenacibaculum gallaicum"	44
"Tenacibaculum geojense"	39
"Tenacibaculum jejuense"	5
"Tenacibaculum litopenaei"	45
"Tenacibaculum lutimaris"	28
"Tenacibaculum maritimum"	222
"Tenacibaculum mesophilum"	6
"Tenacibaculum ovolyticum"	240
"Tenacibaculum soleae"	147
"Tenacibaculum sp. TNO005"	7
"Tenacibaculum sp. TNO009"	8
"Tenacibaculum sp. TNO020"	5
"Tenacibaculum sp. Tsp.3"	58
"Tenacibaculum sp. Tsp.6"	23
"Tepidimonas sp. HM1"	46
"Teredinibacter turnerae T7901"	2311
"Terrahaemophilus aromaticivorans"	12
"Terriglobus roseus DSM 18391"	4355
"Terriglobus saanensis SP1PR4"	5035
"Terriglobus sp. 03SUJ4"	144
"Terrimonas ferruginea"	56
"Testudinibacter aquarius"	5
"Thalassobius gelatinovorus"	137
"Thalassocola ureilytica"	48
"Thalassolituus oleivorans MIL-1"	22601
"Thalassolituus oleivorans R6-15"	18251
"Thalassospira australica"	105
"Thalassospira mesophila"	33
"Thalassospira profundimaris"	19
"Thalassospira sp. CNJ-328"	93
"Thalassospira sp. MCCC 1A01057"	22
"Thalassospira sp. MCCC 1A02093"	173
"Thalassospira sp. SCS800m-1"	8
"Thalassospira xiamenensis M-5 = DSM 17429"	39802
"Thalassospira xianhensis MCCC 1A02616"	5
"Thauera aromatica"	92
"Thauera butanivorans NBRC 103042"	13
"Thauera humireducens"	23855
"Thauera selenatis"	11
"Thauera sp. 28"	8
"Thauera sp. E7"	5
"Thauera sp. MZ1T"	35005
"Theonella swinhoei bacterial symbiont clone pSW1H8"	30
"Thermochromatium tepidum"	23
"Thermocrinis albus DSM 14484"	309
"Thermocrinis ruber DSM 12173"	8
"Thermodesulfovibrio yellowstonii DSM 11347"	1483
"Thermosulfidibacter takaii ABI70S6"	659
"Thermovibrio ammonificans HB-1"	594
"Thioalkalivibrio nitratireducens DSM 14787"	7906
"Thioalkalivibrio paradoxus ARh 1"	8575
"Thioalkalivibrio sp. K90mix"	9033
"Thioalkalivibrio sulfidiphilus HL-EbGr7"	18607
"Thioalkalivibrio versutus"	8353
"Thiobacillus denitrificans ATCC 25259"	23703
"Thiobacillus sp."	144
"Thiobacillus thioparus"	80
"Thiocapsa rosea"	16
"Thiocapsa roseopersicina"	182
"Thiococcus pfennigii"	26
"Thiocystis violacea"	24
"Thiocystis violascens DSM 198"	7394
"Thioflavicoccus mobilis 8321"	12088
"Thiohalocapsa halophila"	5
"Thiohalophilus thiocyanatoxydans"	5
"Thiolamprovum pedioforme"	19
"Thiomonas arsenitoxydans"	5134
"Thiomonas delicata"	532
"Thiomonas intermedia K12"	4934
"Thiomonas perometabolis"	130
"Thiomonas sp. CB2"	5721
"Thiorhodococcus bheemlicus"	45
"Thiorhodococcus minor"	36
"Thiorhodococcus modestalkaliphilus"	76
"Thorsellia"	22
"Tistrella mobilis KA081020-065"	38462
"Tolumonas auensis DSM 9187"	32370
"Tropicibacter mediterraneus M15O_3"	6
"Tuberoidobacter mutans"	12
"unclassified Methylophilaceae"	5
"unclassified Oceanospirillales (miscellaneous)"	6
"unclassified Rhizobiales (miscellaneous)"	6
"unclassified Rhodobacterales"	5
"unclassified Rhodocyclaceae"	1
"unclassified Rickettsiaceae"	5
"uncultured Acetobacteraceae bacterium"	15
"uncultured Achromobacter sp."	61
"uncultured Acidisoma sp."	31
"uncultured Acidobacteria bacterium"	21546
"uncultured Acidobacteria bacterium A11"	11
"uncultured Acidobacteria bacterium A12"	869
"uncultured Acidobacteria bacterium A2"	94
"uncultured Acidobacteria bacterium A3"	89
"uncultured Acidobacteria bacterium cosmid p2H8"	487
"uncultured Acidobacteria bacterium HF4000_26D02"	251
"uncultured Acidobacteria bacterium Rifle_16ft_4_minimus_23617"	7
"uncultured Acidobacteria bacterium Rifle_16ft_4_minimus_2650"	182
"uncultured Acidobacteria bacterium Rifle_16ft_4_minimus_33681"	354
"uncultured Acidobacteria bacterium Rifle_16ft_4_minimus_37967"	310
"uncultured Acidobacteria bacterium Rifle_16ft_4_minimus_38548"	220
"uncultured Acidobacteria bacterium Rifle_16ft_4_minimus_38982"	1226
"uncultured Acidobacteriaceae bacterium"	458
"uncultured Acidobacteriales bacterium"	51
"uncultured Acidobacteriales bacterium HF0200_23L05"	1692
"uncultured Acidobacterium sp."	44
"uncultured Acidovorax sp."	163
"uncultured Acinetobacter sp."	307
"uncultured Actinobacillus sp."	42
"uncultured Aggregatibacter sp."	65
"uncultured Agrobacterium sp."	23
"uncultured Alcaligenaceae bacterium"	5
"uncultured Alcaligenes sp."	5
"uncultured Alcanivorax sp."	28
"uncultured Alicycliphilus sp."	5
"uncultured Alistipes sp."	141
"uncultured alpha proteobacteria MB13F01"	1786
"uncultured alpha proteobacterium"	9267
"uncultured alpha proteobacterium EB000_37G09"	50
"uncultured alpha proteobacterium EB080_L84F03"	76
"uncultured alpha proteobacterium EBAC28E08"	25
"uncultured alpha proteobacterium EBAC2C11"	6227
"uncultured alpha proteobacterium EF100_102A06"	128
"uncultured alpha proteobacterium HF0010_13E22"	972
"uncultured alpha proteobacterium HF0010_30A23"	127
"uncultured alpha proteobacterium HF0070_14E07"	6873
"uncultured alpha proteobacterium HF0070_17D04"	1426
"uncultured alpha proteobacterium HF0130_06E21"	641
"uncultured alpha proteobacterium HF0130_20P23"	5793
"uncultured alpha proteobacterium MB11B03"	441
"uncultured alpha proteobacterium MB11B07"	4573
"uncultured alpha proteobacterium MB11C09"	367
"uncultured alpha proteobacterium MB11D08"	4681
"uncultured alpha proteobacterium MB11E07"	43
"uncultured alpha proteobacterium MB12A07"	3362
"uncultured alpha proteobacterium MB13H04"	25
"uncultured alpha proteobacterium MB21A02"	3698
"uncultured alpha proteobacterium SUR-FREE-2"	30
"uncultured alpha proteobacterium SUR-FREE-27"	12
"uncultured Alteromonadaceae bacterium"	887
"uncultured Alteromonadales bacterium"	42
"uncultured Alteromonas sp."	733
"uncultured Alteromonas sp. AD1000-1-E12"	31
"uncultured Alteromonas sp. AD1000-15-F07"	3006
"uncultured Alteromonas sp. AD1000-17-H01"	800
"uncultured Alteromonas sp. AD1000-19-A05"	61
"uncultured Alteromonas sp. AD1000-19-C06"	20
"uncultured Alteromonas sp. AD1000-19-D10"	13
"uncultured Alteromonas sp. AD1000-19-E03"	17
"uncultured Alteromonas sp. AD1000-21-A07"	164
"uncultured Alteromonas sp. AD1000-23-A08"	357
"uncultured Alteromonas sp. AD1000-24-C11"	47
"uncultured Alteromonas sp. AD1000-25-D05"	35
"uncultured Alteromonas sp. AD1000-25-H09"	562
"uncultured Alteromonas sp. AD1000-26-F04"	1039
"uncultured Alteromonas sp. AD1000-33-H08"	1615
"uncultured Alteromonas sp. AD1000-35-B07"	8
"uncultured Alteromonas sp. AD1000-35-C02"	38
"uncultured Alteromonas sp. AD1000-35-E01"	285
"uncultured Alteromonas sp. AD1000-357-C11"	4038
"uncultured Alteromonas sp. AD1000-39-D07"	82
"uncultured Alteromonas sp. AD1000-41-A08"	8
"uncultured Alteromonas sp. AD1000-42-A03"	899
"uncultured Alteromonas sp. AD1000-42-A12"	2777
"uncultured Alteromonas sp. AD1000-44-E01"	317
"uncultured Alteromonas sp. AD1000-44-F09"	5
"uncultured Alteromonas sp. AD1000-45-E06"	1613
"uncultured Alteromonas sp. AD1000-45-G05"	21
"uncultured Alteromonas sp. AD1000-48-C04"	1107
"uncultured Alteromonas sp. AD1000-50-C08"	39
"uncultured Alteromonas sp. AD1000-50-E08"	55
"uncultured Alteromonas sp. AD1000-51-E06"	37
"uncultured Alteromonas sp. AD1000-51-G09"	299
"uncultured Alteromonas sp. AD1000-52-H12"	48
"uncultured Alteromonas sp. AD1000-53-G05"	105
"uncultured Alteromonas sp. AD1000-7-B04"	127
"uncultured Alteromonas sp. AD1000-9-A03"	346
"uncultured Alteromonas sp. AD1000-G10-1"	7
"uncultured Alteromonas sp. AD1000-G10-10"	6
"uncultured Alteromonas sp. AD1000-G10-14"	267
"uncultured Alteromonas sp. AD1000-G10-16"	551
"uncultured Alteromonas sp. AD1000-G10-19"	58
"uncultured Alteromonas sp. AD1000-G10-3"	482
"uncultured Alteromonas sp. AD1000-G10-5"	9
"uncultured Alteromonas sp. AD1000-G11-13"	512
"uncultured Alteromonas sp. AD1000-G11-16"	6
"uncultured Alteromonas sp. AD1000-G11-3"	15282
"uncultured Alteromonas sp. AD1000-G11-5"	12
"uncultured Alteromonas sp. AD1000-G11-8"	9
"uncultured Alteromonas sp. AD1000-G11-9"	433
"uncultured Alteromonas sp. AD1000-G12-16"	87
"uncultured Alteromonas sp. AD1000-G12-17"	58
"uncultured Alteromonas sp. AD1000-G12-21"	12
"uncultured Alteromonas sp. AD1000-G12-4"	74
"uncultured Alteromonas sp. AD1000-G12-5"	352
"uncultured Alteromonas sp. AD1000-G12-C2"	1007
"uncultured Alteromonas sp. AD1000-G14-1"	157
"uncultured Alteromonas sp. AD1000-G14-12"	314
"uncultured Alteromonas sp. AD1000-G14-4"	102
"uncultured Alteromonas sp. AD1000-G14-6"	721
"uncultured Alteromonas sp. AD1000-G14-8"	130
"uncultured Alteromonas sp. AD1000-G14-C7"	145
"uncultured Alteromonas sp. AD1000-G15-1"	11
"uncultured Alteromonas sp. AD1000-G15-18"	3301
"uncultured Alteromonas sp. AD1000-G15-20"	265
"uncultured Alteromonas sp. AD1000-G15-29"	65
"uncultured Alteromonas sp. AD1000-G15-3"	76
"uncultured Alteromonas sp. AD1000-G15-32"	2150
"uncultured Alteromonas sp. AD1000-G15-5"	247
"uncultured Alteromonas sp. AD1000-G15-6"	9
"uncultured Alteromonas sp. AD1000-G16-11"	290
"uncultured Alteromonas sp. AD1000-G16-17"	10
"uncultured Alteromonas sp. AD1000-G16-18"	232
"uncultured Alteromonas sp. AD1000-G16-3"	234
"uncultured Alteromonas sp. AD1000-G16-4"	159
"uncultured Alteromonas sp. AD1000-G16-5"	1184
"uncultured Alteromonas sp. AD1000-G16-6"	15
"uncultured Alteromonas sp. AD1000-G18-13"	14
"uncultured Alteromonas sp. AD1000-G18-14"	11
"uncultured Alteromonas sp. AD1000-G18-2"	980
"uncultured Alteromonas sp. AD1000-G18-33"	21
"uncultured Alteromonas sp. AD1000-G18-4"	7561
"uncultured Alteromonas sp. AD1000-G18-5"	487
"uncultured Alteromonas sp. AD1000-G19-10"	71
"uncultured Alteromonas sp. AD1000-G19-2"	4513
"uncultured Alteromonas sp. AD1000-G19-4"	597
"uncultured Alteromonas sp. AD1000-G19-5"	48
"uncultured Alteromonas sp. AD1000-G19-7"	725
"uncultured Alteromonas sp. AD1000-G20-15"	58
"uncultured Alteromonas sp. AD1000-G20-16"	313
"uncultured Alteromonas sp. AD1000-G20-4"	809
"uncultured Alteromonas sp. AD1000-G20-5"	278
"uncultured Alteromonas sp. AD1000-G20-6"	30
"uncultured Alteromonas sp. AD1000-G20-7"	207
"uncultured Alteromonas sp. AD1000-G9-12"	220
"uncultured Alteromonas sp. AD1000-G9-3"	9
"uncultured ammonia-oxidizing bacterium"	52
"uncultured ammonia-oxidizing beta proteobacterium"	58
"uncultured anaerobic ammonium-oxidizing bacterium"	29
"uncultured anaerobic bacterium"	210
"uncultured Anaerorhabdus sp."	430
"uncultured Antarcticimonas sp."	12
"uncultured Aquabacterium sp."	174
"uncultured Arcobacter sp."	345
"uncultured Arctic sea ice bacterium"	228
"uncultured Arsenophonus sp."	86
"uncultured Asticcacaulis sp."	26
"uncultured atmospheric bacterium RM1A-12"	7
"uncultured Azoarcus sp."	19
"uncultured Azonexus sp."	13
"uncultured Azorhizobium sp."	5
"uncultured Azospira sp."	14
"uncultured Azospirillum sp."	39
"uncultured bacteria 696 ensemble"	23
"uncultured bacterial symbiont of Discodermia dissoluta"	9
"uncultured Bacteriovoracaceae bacterium"	66
"uncultured Bacteriovorax sp."	28
"uncultured bacterium"	10006587
"uncultured bacterium 'pool 3 contig00022'"	60
"uncultured bacterium 'To-T 020 P12'"	89
"uncultured bacterium (human infant) L1C"	3722
"uncultured bacterium (human infant) L37A"	1809
"uncultured bacterium (human infant) L37H"	81
"uncultured bacterium (human infant) N108E"	5
"uncultured bacterium (human infant) N3C"	29
"uncultured bacterium 1"	391
"uncultured bacterium 10"	54
"uncultured bacterium 1042"	23
"uncultured bacterium 1062"	33
"uncultured bacterium 10o08"	220
"uncultured bacterium 1114"	62
"uncultured bacterium 1116"	73
"uncultured bacterium 12"	16
"uncultured bacterium 1250012-L08"	269
"uncultured bacterium 125003-E23"	3503
"uncultured bacterium 126"	170
"uncultured bacterium 12AC_lac13"	95
"uncultured bacterium 14"	166
"uncultured bacterium 148"	733
"uncultured bacterium 15d03"	128
"uncultured bacterium 15m04"	157
"uncultured bacterium 16"	670
"uncultured bacterium 162"	221
"uncultured bacterium 164"	317
"uncultured bacterium 16A2"	8
"uncultured bacterium 16f15"	56
"uncultured bacterium 18"	114
"uncultured bacterium 182_02_C03"	70
"uncultured bacterium 182_07_C02"	783
"uncultured bacterium 182_08_C21"	79
"uncultured bacterium 182_09_J11"	49
"uncultured bacterium 182_10_L09"	361
"uncultured bacterium 182_11_B22"	12
"uncultured bacterium 182_13_A07"	14
"uncultured bacterium 182_13_F13"	48
"uncultured bacterium 182_16_E12"	34
"uncultured bacterium 182_16_J11"	66
"uncultured bacterium 182_17_09"	7
"uncultured bacterium 182_19_A11"	38
"uncultured bacterium 182_35_O20"	8
"uncultured bacterium 183_01_D18"	19
"uncultured bacterium 183_12_O16"	712
"uncultured bacterium 183_21_D14"	169
"uncultured bacterium 183_24_C18"	75
"uncultured bacterium 183_26_G23"	457
"uncultured bacterium 183_29_M04"	589
"uncultured bacterium 183_42_E18"	533
"uncultured bacterium 183_52_O2"	21
"uncultured bacterium 18b09"	54
"uncultured bacterium 1A"	18
"uncultured bacterium 1i11"	468
"uncultured bacterium 2.6_D6"	41
"uncultured bacterium 20"	46
"uncultured bacterium 21"	23
"uncultured bacterium 213"	552
"uncultured bacterium 21f12"	16
"uncultured bacterium 22g15"	1771
"uncultured bacterium 23"	14
"uncultured bacterium 2303"	20
"uncultured bacterium 246"	450
"uncultured bacterium 24i11"	2841
"uncultured bacterium 25"	508
"uncultured bacterium 253"	1036
"uncultured bacterium 259"	254
"uncultured bacterium 25H09"	976
"uncultured bacterium 27"	26
"uncultured bacterium 270"	371
"uncultured bacterium 282"	307
"uncultured bacterium 293"	1475
"uncultured bacterium 2M03"	1337
"uncultured bacterium 3"	18
"uncultured bacterium 31i10a"	2584
"uncultured bacterium 31i10b"	1277
"uncultured bacterium 32o03"	337
"uncultured bacterium 33g04"	1121
"uncultured bacterium 33g20"	120
"uncultured bacterium 34R1"	898
"uncultured bacterium 35A20"	10
"uncultured bacterium 35i19"	1114
"uncultured bacterium 37b14"	322
"uncultured bacterium 39k17"	41
"uncultured bacterium 3b03"	288
"uncultured bacterium 3e18"	26965
"uncultured bacterium 4"	171
"uncultured bacterium 4050020-J15"	236
"uncultured bacterium 405006-B04"	5097
"uncultured bacterium 40k7"	773
"uncultured bacterium 4130011-I07"	299
"uncultured bacterium 413004-H17"	2726
"uncultured bacterium 4C6"	74
"uncultured bacterium 4h09"	1715
"uncultured bacterium 4L05"	521
"uncultured bacterium 5"	44
"uncultured bacterium 50"	70
"uncultured bacterium 51"	138
"uncultured bacterium 52B7"	2301
"uncultured bacterium 5735com"	14
"uncultured bacterium 59"	376
"uncultured bacterium 5G4"	593
"uncultured bacterium 66"	148
"uncultured bacterium 70"	520
"uncultured bacterium 8"	81
"uncultured bacterium 878"	24
"uncultured bacterium 888"	777
"uncultured bacterium 89"	322
"uncultured bacterium 8j18"	27
"uncultured bacterium 92"	175
"uncultured bacterium 98"	616
"uncultured bacterium 9F08"	19
"uncultured bacterium A1Q1_fos_1025"	49
"uncultured bacterium A1Q1_fos_1050"	140
"uncultured bacterium A1Q1_fos_1053"	9
"uncultured bacterium A1Q1_fos_1060"	94
"uncultured bacterium A1Q1_fos_1070"	5
"uncultured bacterium A1Q1_fos_1134"	798
"uncultured bacterium A1Q1_fos_140"	149
"uncultured bacterium A1Q1_fos_150"	48
"uncultured bacterium A1Q1_fos_160"	190
"uncultured bacterium A1Q1_fos_1815"	6
"uncultured bacterium A1Q1_fos_1870"	88
"uncultured bacterium A1Q1_fos_2004"	6
"uncultured bacterium A1Q1_fos_2037"	354
"uncultured bacterium A1Q1_fos_2059"	20
"uncultured bacterium A1Q1_fos_2107"	22
"uncultured bacterium A1Q1_fos_2111"	21
"uncultured bacterium A1Q1_fos_2116"	92
"uncultured bacterium A1Q1_fos_2286"	42
"uncultured bacterium A1Q1_fos_25"	108
"uncultured bacterium A1Q1_fos_324"	22
"uncultured bacterium A1Q1_fos_36"	42
"uncultured bacterium A1Q1_fos_4"	90
"uncultured bacterium A1Q1_fos_499"	11
"uncultured bacterium A1Q1_fos_500"	22
"uncultured bacterium A1Q1_fos_504"	6
"uncultured bacterium A1Q1_fos_515"	772
"uncultured bacterium A1Q1_fos_517"	59
"uncultured bacterium A1Q1_fos_550"	372
"uncultured bacterium A1Q1_fos_560"	7
"uncultured bacterium A1Q1_fos_568"	163
"uncultured bacterium A1Q1_fos_600"	61
"uncultured bacterium A1Q1_fos_660"	104
"uncultured bacterium A1Q1_fos_75"	7
"uncultured bacterium A1Q1_fos_862"	463
"uncultured bacterium A1Q1_fos_91"	16
"uncultured bacterium AB1650"	99
"uncultured bacterium Ad_010_C07"	19
"uncultured bacterium Ad_057_F22"	8
"uncultured bacterium Ad_087_C16_contig1"	547
"uncultured bacterium Ad_087_C16_contig2"	243
"uncultured bacterium Ad_091_F22_contig1"	8
"uncultured bacterium Ad_091_F22_contig2"	6
"uncultured bacterium Ad_095_K16_contig1"	14
"uncultured bacterium Ad_113_F04_contig2"	5
"uncultured bacterium Ad_113_I18_contig2"	2589
"uncultured bacterium Ad_125_D08"	2515
"uncultured bacterium Ad_125_H07_contig1"	167
"uncultured bacterium Ad_136_J17_contig1"	7
"uncultured bacterium Ad_139_A06_contig1"	29
"uncultured bacterium Ad_139_A06_contig2"	55
"uncultured bacterium Ad_142_N07"	66
"uncultured bacterium Ad_143_A19"	2023
"uncultured bacterium Ad_143_D13_contig1"	10
"uncultured bacterium Ad_143_D13_contig2"	955
"uncultured bacterium Ad_144_C12_contig1"	1008
"uncultured bacterium Ad_150_H18"	34
"uncultured bacterium AD106-G4"	189
"uncultured bacterium AD106-G5"	344
"uncultured bacterium AD12-A11"	3365
"uncultured bacterium AD12-C5"	329
"uncultured bacterium AD12-E7"	499
"uncultured bacterium AD17-E3"	1521
"uncultured bacterium AD203-H6"	778
"uncultured bacterium AD235-B9"	14627
"uncultured bacterium AD243-C9"	2687
"uncultured bacterium AD243-H1"	268
"uncultured bacterium AD248-D7-1A"	8
"uncultured bacterium AD249-B8"	261
"uncultured bacterium AD254-A9"	287
"uncultured bacterium AD257-B4"	27
"uncultured bacterium AD261-B2"	1452
"uncultured bacterium AD264-E4"	330
"uncultured bacterium AD347-E12"	267
"uncultured bacterium AD370-D1"	2669
"uncultured bacterium AD45-G12"	626
"uncultured bacterium AD55-D2"	197
"uncultured bacterium AD66-C11"	1095
"uncultured bacterium AD84-H10"	6775
"uncultured bacterium adhufec43"	35
"uncultured bacterium AH5"	13
"uncultured bacterium Ak20-3"	586
"uncultured bacterium AR_456"	6
"uncultured bacterium ARCTIC02_G_04"	11
"uncultured bacterium ARCTIC03_F_03"	78
"uncultured bacterium ARCTIC06_E_09"	22
"uncultured bacterium ARCTIC06_H_11"	1173
"uncultured bacterium ARCTIC07_E_02"	88
"uncultured bacterium ARCTIC08_C_07"	95
"uncultured bacterium ARCTIC09_D_03"	2015
"uncultured bacterium ARCTIC09_D_04"	40
"uncultured bacterium ARCTIC09_G_06"	54
